iter	RMSE
667	8.919600537
668	8.917342628
669	8.916151395
670	8.913576479
671	8.912016071
672	8.910078065
673	8.907685128
674	8.905057662
675	8.903264324
676	8.901782416
677	8.899735274
678	8.898250399
679	8.895272622
680	8.893345892
681	8.891343894
682	8.887405369
683	8.88594228
684	8.88382985
685	8.881511708
686	8.879733304
687	8.876866057
688	8.874808475
689	8.872720676
690	8.870226088
691	8.867849848
692	8.86469002
693	8.862351384
694	8.859672281
695	8.85746291
696	8.855269795
697	8.851961715
698	8.85035634
699	8.848036652
700	8.8465243
701	8.845057822
702	8.843276352
703	8.841465801
704	8.839457287
705	8.837732378
706	8.836393732
707	8.833955677
708	8.832320094
709	8.830444148
710	8.828272752
711	8.826829495
712	8.824464718
713	8.822953167
714	8.821693564
715	8.820469881
716	8.818593613
717	8.815930193
718	8.813328989
719	8.81183851
720	8.810533478
721	8.808042934
722	8.805885711
723	8.804224063
724	8.801803675
725	8.800046341
726	8.79799426
727	8.795892332
728	8.794146397
729	8.792137587
730	8.790131257
731	8.788497644
732	8.786980051
733	8.784764469
734	8.783821729
735	8.782093909
736	8.778813239
737	8.773624564
738	8.772867652
739	8.770933859
740	8.769385509
741	8.76844113
742	8.765317347
743	8.762638241
744	8.761206431
745	8.758676504
746	8.757390098
747	8.756082755
748	8.753832208
749	8.75188462
750	8.750314613
751	8.74882982
752	8.746036194
753	8.744929552
754	8.742720889
755	8.740562998
756	8.737712826
757	8.735934018
758	8.734774085
759	8.732908149
760	8.728144865
761	8.726993895
762	8.725511585
763	8.723447856
764	8.720603725
765	8.71900882
766	8.717284141
767	8.71591198
768	8.714052079
769	8.712236343
770	8.710007376
771	8.709042294
772	8.707543756
773	8.705978006
774	8.704267591
775	8.702453276
776	8.701096914
777	8.697950092
778	8.695077941
779	8.693729732
780	8.692406744
781	8.690551374
782	8.688019242
783	8.684662107
784	8.683171076
785	8.681795697
786	8.679730208
787	8.677231459
788	8.675296705
789	8.673200623
790	8.670838531
791	8.667722748
792	8.666347178
793	8.663742605
794	8.662218343
795	8.660375323
796	8.658389503
797	8.656188665
798	8.654492128
799	8.652559116
800	8.650911742
801	8.646592253
802	8.644840537
803	8.642745113
804	8.641279793
805	8.639560136
806	8.637776015
807	8.636320436
808	8.63420654
809	8.631800821
810	8.630787248
811	8.629229547
812	8.627864459
813	8.626407313
814	8.624056995
815	8.621903217
816	8.619191047
817	8.61730887
818	8.614754795
819	8.611602631
820	8.608797629
821	8.606529689
822	8.605001303
823	8.602430137
824	8.600328424
825	8.59836378
826	8.596522394
827	8.594574726
828	8.592475637
829	8.589941853
830	8.586310272
831	8.584358891
832	8.582153501
833	8.580624806
834	8.579770652
835	8.5774442
836	8.575760556
837	8.57406428
838	8.572185596
839	8.570531858
840	8.568446881
841	8.567165202
842	8.565188739
843	8.561306108
844	8.559656109
845	8.557922672
846	8.554184215
847	8.553237803
848	8.552246233
849	8.550454631
850	8.548819708
851	8.544928664
852	8.541947147
853	8.541320956
854	8.539435903
855	8.538146985
856	8.536801663
857	8.535318166
858	8.533721037
859	8.532585846
860	8.529902106
861	8.527913982
862	8.526426352
863	8.524887548
864	8.524050763
865	8.52190858
866	8.520310436
867	8.518462281
868	8.516701804
869	8.514249138
870	8.512454994
871	8.510023645
872	8.507761739
873	8.505526621
874	8.503391645
875	8.501827077
876	8.49968465
877	8.498384323
878	8.49606345
879	8.493640367
880	8.492801356
881	8.491580379
882	8.490721046
883	8.48768908
884	8.484960391
885	8.483519035
886	8.481322092
887	8.479944005
888	8.479016548
889	8.477259973
890	8.476108227
891	8.47518631
892	8.473337374
893	8.471473128
894	8.469057884
895	8.467800581
896	8.466438867
897	8.465381285
898	8.463170518
899	8.461139255
900	8.459857031
901	8.458545779
902	8.457112881
903	8.455589649
904	8.45211747
905	8.450312966
906	8.448846532
907	8.447453227
908	8.446291262
909	8.443745837
910	8.442663461
911	8.440593386
912	8.43833753
913	8.436565937
914	8.434036268
915	8.431618758
916	8.430722614
917	8.429148571
918	8.427308609
919	8.425720069
920	8.421812043
921	8.420876556
922	8.41938523
923	8.417749983
924	8.415775366
925	8.413278869
926	8.411520182
927	8.409679572
928	8.409159246
929	8.406995195
930	8.404147022
931	8.401935732
932	8.399559472
933	8.39852261
934	8.397256444
935	8.395029338
936	8.39384859
937	8.392143875
938	8.390745803
939	8.389379355
940	8.387917485
941	8.386994941
942	8.385766221
943	8.384526252
944	8.382480589
945	8.381187139
946	8.380095099
947	8.37869431
948	8.377150061
949	8.375125886
950	8.37354371
951	8.370650608
952	8.369131103
953	8.368124868
954	8.366505499
955	8.36523045
956	8.363160841
957	8.362069911
958	8.360200192
959	8.358667695
960	8.357570011
961	8.355520031
962	8.354364452
963	8.352490641
964	8.351334887
965	8.349073943
966	8.348086021
967	8.346476576
968	8.344125833
969	8.34320342
970	8.342053267
971	8.339771608
972	8.338496242
973	8.337701318
974	8.335696962
975	8.333771482
976	8.330762098
977	8.329297563
978	8.327655722
979	8.326649746
980	8.324918771
981	8.322686949
982	8.320579658
983	8.318319423
984	8.316201969
985	8.31494222
986	8.313853721
987	8.312217773
988	8.310040965
989	8.308971632
990	8.308042829
991	8.305591106
992	8.3043662
993	8.302375764
994	8.300181917
995	8.298830325
996	8.296972594
997	8.29575629
998	8.293681203
999	8.291460432
